id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incar_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
689,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CS226944,VC23153(a),alcohol,2009.0,,2009-02-27 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years - Residential Drug Treatment: 90 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,90,,90,,270,,,,270,1825,1825,,,,,,,,
690,South Bay Branch,South County,"VC23153(a), alcohol",Review Hearing (Diversion/PC1000) - In Compliance,CS226972,VC23153(a),alcohol,2009.0,,2009-03-01 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
691,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS227856,VC23153(a),alcohol,2009.0,,2009-04-03 00:00:00.000000,State Prison: 6 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,2190,,,2190,,,,,,,,,,,
692,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS228126,VC23153(a),alcohol,2009.0,,2009-03-13 00:00:00.000000,Local Custody: 10 Days - Probation Formal: 5 Years - Volunteer Work Service: 80 Hours,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,10,,,,10,1825,1825,,,,,3.3333333333333335,,,3.3333333333333335
693,South Bay Branch,South County,PC211,Sentencing after Revocation - State Prison,CS229331,PC245(a)(1),deadly w,2009.0,,2009-05-26 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Jury Trial,,,,,365,,,,365,1095,1095,,,,,,,,
694,South Bay Branch,South County,VC20001(a),Restitution Hearing  - Restitution Set,CS230332,VC20001(a),,2009.0,,2009-06-28 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,180,,,,180,1095,1095,,,,,,,,
695,South Bay Branch,South County,VC23153(b),Sentencing Hearing  - State Prison,CS230431,VC23153(a),alcohol,2009.0,,2009-07-04 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
696,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS230458,VC23153(a),alcohol,2009.0,,2009-07-05 00:00:00.000000,Local Custody: 184 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,184,,,,184,1095,1095,,,,,,,,
697,South Bay Branch,South County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CS231230,VC20001(a),,2009.0,,2009-07-30 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,South Bay Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
698,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS231295,VC23153(a),alcohol,2009.0,,2009-08-01 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,90,,,,90,1825,1825,,,,,,,,
699,South Bay Branch,South County,PC273a(a),Restitution Hearing  - Restitution Set,CS231339,PC273a(a),,2009.0,,2009-08-04 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
700,South Bay Branch,South County,"VC23153(a), combine",Sentencing Hearing  - State Prison,CS231423,VC23153(a),combine,2009.0,,2009-06-12 00:00:00.000000,State Prison: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,1825,,,1825,,,,,,,,,,,
701,South Bay Branch,South County,"VC23153(a), alcohol",Felony Other Motion Hearing - Denied,CS231469,VC23153(a),alcohol,2009.0,,2009-04-11 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,120,,,,120,1825,1825,,,,,,,,
702,South Bay Branch,South County,VC23153(b),Felony Other Motion Hearing - Granted,CS231482,VC23153(a),alcohol,2009.0,,2009-06-27 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,180,,,,180,1825,1825,,,,,,,,
703,South Bay Branch,South County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CS231494,VC23153(a),alcohol,2009.0,,2009-07-25 00:00:00.000000,Local Custody: 30 Days - Probation Summary: 3 Years - Residential Drug Treatment: 90 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,90,,90,,30,,,,30,1095,,1095,,,,,,,
704,South Bay Branch,South County,VC2800.3(a),Sentencing Hearing  - State Prison,CS231762,VC2800.3(a),,2009.0,,2009-08-20 00:00:00.000000,State Prison: 15 Years,Pled Guilty Felony,South Bay Branch,Felony Jury Trial,,,,,5475,,,5475,,,,,,,,,,,
705,South Bay Branch,South County,PC245(c),Sentencing Hearing  - State Prison,CS231870,PC245(c),,2009.0,,2009-08-27 00:00:00.000000,State Prison: 6 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,2190,,,2190,,,,,,,,,,,
706,South Bay Branch,South County,VC23153(b),PC 1203.4 Motion Hearing - Denied,CS232771,VC23153(a),alcohol,2009.0,,2009-05-07 00:00:00.000000,Local Custody: 16 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,16,,,,16,1825,1825,,,,,,,,
707,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS232856,VC23153(a),alcohol,2009.0,,2009-10-02 00:00:00.000000,State Prison: 4 Years: 4 Months,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Jury Trial,,,,,1582,,,1582,,,,,,,,,,,
708,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS233044,VC23153(a),alcohol,2009.0,,2009-10-08 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,90,,,,90,1825,1825,,,,,,,,
709,South Bay Branch,South County,"VC23153(a), drugs",Restitution Hearing  - Continued,CS233112,VC23153(a),drugs,2009.0,,2009-10-12 00:00:00.000000,State Prison: 3 Years - Probation Formal: 5 Years - Residential Drug Treatment: 180 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,180,,180,,1095,,,1095,,1825,1825,,,,,,,,
710,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS233540,VC23153(a),alcohol,2009.0,,2009-10-31 00:00:00.000000,Local Custody: 240 Days - Probation Formal: 5 Years - Residential Drug Treatment: 120 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,120,,120,,240,,,,240,1825,1825,,,,,,,,
711,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS233661,VC23153(a),alcohol,2009.0,,2009-10-30 00:00:00.000000,State Prison: 3 Years: 8 Months - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,1703,,,1338,365,1825,1825,,,,,,,,
712,South Bay Branch,South County,"VC23153(a), alcohol",Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CS233857,VC23153(a),alcohol,2009.0,,2009-08-08 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Jury Trial,,,,,180,,,,180,3650,3650,,,,,,,,
713,South Bay Branch,South County,VC20001(a),Felony Appeal by the Defense - Remittitur Issued (see note),CS234302,PC187(a) - PC664,,2009.0,,2009-11-27 00:00:00.000000,State Prison: 4 Years,"Found Guilty, Felony",South Bay Branch,Felony Jury Trial,,,,,1460,,,1460,,,,,,,,,,,
714,South Bay Branch,South County,VC23153(b),Out-Of-County Transfer - Granted,CS234565,VC23153(a),alcohol,2009.0,,2009-09-08 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,365,,,,365,1825,1825,,,,,,,,
715,South Bay Branch,South County,"PC245(a)(1), deadly w",Restitution Hearing  - Restitution Set,CS234706,PC245(a)(1),deadly w,2009.0,,2009-09-18 00:00:00.000000,State Prison: 4 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,1460,,,1460,,,,,,,,,,,
716,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS235401,VC20001(a),,2010.0,,2009-12-24 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
717,South Bay Branch,South County,VC23103(a),Further Proceedings - No Action Taken,CS235789,VC20001(a),,2010.0,,2010-01-22 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,South Bay Branch,Felony Jury Trial,,,,,,,,,,1095,,1095,,,,,,,
718,South Bay Branch,South County,"VC23153(a), alcohol",Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CS235789,VC23153(a),alcohol,2010.0,,2010-01-22 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Felony Jury Trial,,,,,90,,,,90,1825,1825,,,,,,,,
719,South Bay Branch,South County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CS235973,VC23153(a),alcohol,2010.0,,2010-01-29 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 3 Years - Residential Drug Treatment: 180 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,180,,180,,120,,,,120,1095,1095,,,,,,,,
720,Narcotics,South County,VC20001(a),"Evidentiary Hearing (Probation) - FTA, Bench Warrant",CS236372,PC245(a)(1),deadly w,2010.0,,2010-02-03 00:00:00.000000,State Prison: 28 Months,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,851,,,851,,,,,,,,,,,
721,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS236759,VC23153(a),alcohol,2010.0,,2009-11-19 00:00:00.000000,Local Custody: 120 Days - Probation Summary: 5 Years - Public Work Service: 10 Days,"Pled Guilty, Misdemeanor After Jury Sworn",South Bay Branch - OTS Grant,Felony Jury Trial,,,,,120,,,,120,1825,,1825,,,,10.0,,10.0,
722,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS237879,VC20001(a),,2010.0,,2010-04-11 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
723,South Bay Branch,South County,,Preliminary Exam - Dismissed (IFJ / IOE),CS237883,VC23153(a),drugs,2010.0,,2010-04-10 00:00:00.000000,,Dismissed (IFJ / IOE),South Bay Branch - OTS Grant,Preliminary Exam,,,,,,,,,,,,,,,,,,,
724,South Bay Branch,South County,,Misdemeanor Jury Trial - Dismissed (IFJ / IOE),CS237924,VC20001(a),,2010.0,,2010-03-06 00:00:00.000000,,Dismissed (IFJ / IOE),South Bay Branch,Misdemeanor Jury Trial,,,,,,,,,,,,,,,,,,,
725,Narcotics,South County,VC10851(a),Sentencing Hearing  - State Prison,CS237980,VC10851(a),,2010.0,,2010-04-17 00:00:00.000000,State Prison: 16 Months,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
726,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing after Revocation - Probation Reinstated,CS238020,VC23153(a),alcohol,2010.0,,2010-04-17 00:00:00.000000,Local Custody: 180 Days - Probation Summary: 5 Years - Public Work Service: 30 Days,Pled Guilty Misdemeanor - Immediate Sentencing,South Bay Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,,1825,,,,30.0,,30.0,
727,South Bay Branch,South County,PC273a(a),Restitution Hearing  - Restitution Set,CS238157,PC273a(a),,2010.0,,2010-04-24 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
728,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS239113,VC23153(a),alcohol,2010.0,,2010-05-29 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
729,South Bay Branch,South County,,Felony Jury Trial - Found Not Guilty,CS239318,PC245(a)(1),deadly w,2010.0,,2010-06-08 00:00:00.000000,,Found Not Guilty,South Bay Branch,Felony Jury Trial,,,,,,,,,,,,,,,,,,,
730,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS239507,VC23153(a),alcohol,2010.0,,2010-04-07 00:00:00.000000,Local Custody: 120 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,120,,,,120,,,,,,,,,,
731,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS240364,VC20001(a),,2010.0,,2010-07-09 00:00:00.000000,State Prison: 2 Years - Probation Formal: 5 Years - Work Furlough: 180 Days,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,730,,,730,,1825,1825,,,,,180.0,180.0,,
732,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS240594,VC23153(a),alcohol,2010.0,,2010-07-21 00:00:00.000000,State Prison: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,1825,,,1825,,,,,,,,,,,
733,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS240602,VC23153(a),alcohol,2010.0,,2010-07-16 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,120,,,,120,1825,1825,,,,,,,,
734,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS240730,VC20001(a),,2010.0,,2010-07-06 00:00:00.000000,Local Custody: 364 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,364,,,,364,1095,1095,,,,,,,,
735,South Bay Branch,South County,VC12500(a),Sentencing Hearing  - Probation Granted Summary,CS241602,VC20001(a),,2010.0,,2010-05-28 00:00:00.000000,Probation Summary: 3 Years - Volunteer Work Service: 40 Hours,Pled Guilty Misdemeanor - Immediate Sentencing,South Bay Branch,Felony Jury Trial,,,,,,,,,,1095,,1095,,,,1.6666666666666667,,,1.6666666666666667
736,South Bay Branch,South County,VC23153(b),Further Proceedings - Action Taken,CS241753,VC23153(a),alcohol,2010.0,,2010-09-01 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,90,,,,90,1825,1825,,,,,,,,
737,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS241798,VC20001(a),,2010.0,,2010-09-07 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
738,South Bay Branch,South County,,Affidavit Filed - Warrant Issued,CS242089,VC20001(a),,2010.0,,2009-10-31 00:00:00.000000,,,South Bay Branch,,,,,,,,,,,,,,,,,,,,
739,South Bay Branch,South County,VC20001(a),PC 1203.4 Motion Hearing - Granted,CS242867,VC20001(a),,2010.0,,2010-10-18 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
740,South Bay Branch,South County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked,CS243061,VC23153(a),alcohol,2010.0,Sentencing after Revocation,2010-10-21 00:00:00.000000,Probation Formal: 5 Years - Work Furlough: 180 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,,,,,,1825,1825,,,,,180.0,180.0,,
741,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS243428,VC20001(a),,2010.0,,2010-11-08 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,90,,,,90,1825,1825,,,,,,,,
742,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS243903,VC23153(a),alcohol,2010.0,,2010-12-01 00:00:00.000000,Local Custody: 90 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,90,,,,90,1095,1095,,,,,,,,
743,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS244000,VC20001(a),,2010.0,,2010-12-03 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
744,South Bay Branch,South County,,Affidavit Filed - Warrant Issued,CS244175,VC20001(a),,2010.0,,2010-07-28 00:00:00.000000,,,South Bay Branch,,,,,,,,,,,,,,,,,,,,
745,South Bay Branch,South County,PC191.5(b),Sentencing Hearing  - State Prison,CS244645,PC191.5(b),,2010.0,,2010-12-26 00:00:00.000000,State Prison: 6 Years: 4 Months,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,2312,,,2312,,,,,,,,,,,
746,South Bay Branch,South County,VC20001(b)(2),Further Proceedings - Action Taken,CS244695,VC20001(b)(2),,2011.0,,2010-12-25 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
747,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS246476,VC23153(a),alcohol,2011.0,,2011-03-07 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years - Public Work Service: 17 Days,Pled Guilty Misdemeanor,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,17.0,,17.0,
748,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS247275,VC20001(a),,2011.0,,2011-04-02 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
749,South Bay Branch,South County,VC20001(a),Restitution Hearing  - Restitution Set,CS247277,VC20001(a),,2011.0,,2011-04-06 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,270,,,,270,1095,1095,,,,,,,,
750,South Bay Branch,South County,VC23153(b),Sentencing Hearing  - State Prison,CS248335,VC23153(a),alcohol,2011.0,,2011-05-24 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
751,South Bay Branch,South County,,Affidavit Filed - Warrant Issued,CS248530,VC23153(a),alcohol,2011.0,,2011-04-23 00:00:00.000000,,,South Bay Branch - OTS Grant,,,,,,,,,,,,,,,,,,,,
752,South Bay Branch,South County,"VC23153(a), combine",Sentencing after Revocation - Probation Reinstated,CS248947,VC23153(a),combine,2011.0,,2011-06-16 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,180,,,,180,1825,1825,,,,,,,,
